

  ylabel = xi^psi_m

                      psi                      m=1                      m=2                      m=3                      m=4                      m=5                      m=6                      m=7                      m=8
          8.186359496E-01          5.283933822E-04          5.180412005E-04          1.314887682E-03          2.031802779E-03          1.095001676E-03          1.550089856E-04          8.984581920E-05          9.672470810E-06
          8.186398202E-01          5.283930223E-04          5.180458260E-04          1.328552333E-03          2.031837363E-03          1.095035440E-03          1.550191675E-04          8.985035040E-05          9.672472766E-06
          8.186436908E-01          5.283926506E-04          5.180504033E-04          1.340620451E-03          2.031871875E-03          1.095069141E-03          1.550293833E-04          8.985488851E-05          9.672464761E-06
          8.186475614E-01          5.283922680E-04          5.180549340E-04          1.351311941E-03          2.031906318E-03          1.095102784E-03          1.550396317E-04          8.985943286E-05          9.672447360E-06
          8.186529844E-01          5.283917151E-04          5.180612064E-04          1.364322661E-03          2.031954459E-03          1.095149826E-03          1.550540421E-04          8.986580913E-05          9.672408128E-06
          8.186584073E-01          5.283911444E-04          5.180673942E-04          1.375401531E-03          2.032002471E-03          1.095196771E-03          1.550685101E-04          8.987219519E-05          9.672352658E-06
          8.186638303E-01          5.283905573E-04          5.180735012E-04          1.384875045E-03          2.032050358E-03          1.095243624E-03          1.550830326E-04          8.987858994E-05          9.672282001E-06
          8.186692532E-01          5.283899554E-04          5.180795305E-04          1.393004053E-03          2.032098124E-03          1.095290392E-03          1.550976068E-04          8.988499247E-05          9.672197074E-06
          8.186746762E-01          5.283893397E-04          5.180854854E-04          1.399999944E-03          2.032145773E-03          1.095337083E-03          1.551122304E-04          8.989140199E-05          9.672098711E-06
          8.186823889E-01          5.283884423E-04          5.180938319E-04          1.408330079E-03          2.032213348E-03          1.095403362E-03          1.551331091E-04          8.990052868E-05          9.671937114E-06
          8.186901017E-01          5.283875218E-04          5.181020414E-04          1.415100446E-03          2.032280706E-03          1.095469506E-03          1.551540772E-04          8.990966663E-05          9.671751704E-06
          8.186978145E-01          5.283865801E-04          5.181101204E-04          1.420608436E-03          2.032347856E-03          1.095535524E-03          1.551751297E-04          8.991881455E-05          9.671544084E-06
          8.187055272E-01          5.283856190E-04          5.181180753E-04          1.425084571E-03          2.032414806E-03          1.095601427E-03          1.551962622E-04          8.992797139E-05          9.671315652E-06
          8.187132400E-01          5.283846401E-04          5.181259117E-04          1.428710947E-03          2.032481567E-03          1.095667222E-03          1.552174705E-04          8.993713625E-05          9.671067672E-06
          8.187243759E-01          5.283831978E-04          5.181370277E-04          1.432734713E-03          2.032577636E-03          1.095762043E-03          1.552482184E-04          8.995038139E-05          9.670677387E-06
          8.187355118E-01          5.283817244E-04          5.181479219E-04          1.435616948E-03          2.032673345E-03          1.095856672E-03          1.552791073E-04          8.996363983E-05          9.670251618E-06
          8.187466476E-01          5.283802225E-04          5.181586067E-04          1.437604163E-03          2.032768714E-03          1.095951125E-03          1.553101289E-04          8.997691008E-05          9.669792879E-06
          8.187577835E-01          5.283786945E-04          5.181690932E-04          1.438882097E-03          2.032863758E-03          1.096045416E-03          1.553412759E-04          8.999019092E-05          9.669303358E-06
          8.187689194E-01          5.283771423E-04          5.181793916E-04          1.439593910E-03          2.032958495E-03          1.096139555E-03          1.553725417E-04          9.000348133E-05          9.668785014E-06
          8.187852370E-01          5.283748280E-04          5.181941612E-04          1.439840602E-03          2.033096788E-03          1.096277247E-03          1.554185584E-04          9.002297150E-05          9.667976991E-06
          8.188015547E-01          5.283724702E-04          5.182085721E-04          1.439364905E-03          2.033234490E-03          1.096414664E-03          1.554648012E-04          9.004247818E-05          9.667115529E-06
          8.188178723E-01          5.283700727E-04          5.182226465E-04          1.438351690E-03          2.033371637E-03          1.096551829E-03          1.555112562E-04          9.006199965E-05          9.666204665E-06
          8.188341899E-01          5.283676386E-04          5.182364042E-04          1.436935623E-03          2.033508262E-03          1.096688761E-03          1.555579112E-04          9.008153450E-05          9.665247897E-06
          8.188505075E-01          5.283651708E-04          5.182498627E-04          1.435217394E-03          2.033644391E-03          1.096825477E-03          1.556047552E-04          9.010108156E-05          9.664248339E-06
          8.188747106E-01          5.283614530E-04          5.182693076E-04          1.432269635E-03          2.033845447E-03          1.097027897E-03          1.556745643E-04          9.013009520E-05          9.662692740E-06
          8.188989137E-01          5.283576726E-04          5.182881743E-04          1.428995406E-03          2.034045544E-03          1.097229918E-03          1.557447406E-04          9.015913104E-05          9.661056758E-06
          8.189231168E-01          5.283538347E-04          5.183065017E-04          1.425513340E-03          2.034244746E-03          1.097431575E-03          1.558152607E-04          9.018818711E-05          9.659346970E-06
          8.189473199E-01          5.283499440E-04          5.183243238E-04          1.421905368E-03          2.034443109E-03          1.097632899E-03          1.558861040E-04          9.021726184E-05          9.657569062E-06
          8.189715230E-01          5.283460042E-04          5.183416709E-04          1.418229620E-03          2.034640682E-03          1.097833914E-03          1.559572527E-04          9.024635389E-05          9.655728046E-06
          8.190077549E-01          5.283400218E-04          5.183668096E-04          1.412686813E-03          2.034935068E-03          1.098134309E-03          1.560642982E-04          9.028993471E-05          9.652863589E-06
